id,email,first_name,last_name,country,created_at,age,referrer_id,signup_date,utm_source,utm_campaign,utm_medium,utm_term,utm_content,visitor_id,status,adjust_tracker,adjust_campaign,adjust_adgroup,adjust_creative
3041,delphia@roob.info,Nancy,Kovacek,in,2018-06-21 08:13:32.621633,24,,2018-06-21,,,,,,71b0816f1de130d0,free,,,,
3110,roslyn@stroman.org,Scot,Balistreri,mx,2018-12-07 00:47:24.82845,19,,2018-12-07,,,,,,fb17ecb6ccf8c31b,free,,,,
3186,joyeabbott@rogahn.info,Luis,Raynor,in,2018-01-01 16:02:35.976258,49,,2018-01-01,,,,,,113cd8352a65a33c,free,,,,
3273,anniceswaniawski@dach.biz,Cassy,Dach,in,2018-08-03 07:50:55.608478,37,,2018-08-03,,,,,,7fc1bb4bd2088cb6,free,,,,
3382,jerlene@kerluke.io,Annalisa,Hills,in,2018-01-05 02:26:43.049526,29,,2018-01-05,,,,,,3c490130b8a1ec64,free,,,,
3498,tannerkulas@bradtke.io,Oliva,Welch,at,2018-02-02 20:12:54,33,,2018-02-02,,,,,,94265c0c5d90c31a,free,,,,
3563,kelleyreilly@ankunding.info,Jacqueline,Kuphal,at,2018-02-01 00:34:09,40,,2018-02-01,,,,,,5b69a86afc25657b,free,,,,
3569,renateswift@murphy.io,Gabriel,Williamson,ch,2018-02-01 17:08:14,62,,2018-02-01,,,,,,fff42fc8167d9b07,free,,,,
3688,millard@boogle.com,Anya,Haley,us,2018-02-02 03:16:34,28,,2018-02-02,,,,,,031a0b0b24c3573b,free,,,,
3729,lavona@boogle.com,Marcelle,Lebsack,us,2018-02-02 07:09:53,35,,2018-02-02,,,,,,ede0a167a9bab32b,free,,,,
3912,ferdinand@boogle.ca,Coral,Willms,ca,2018-02-02 21:39:11,22,,2018-02-02,,,,,,17427c72e59f125d,free,,,,
3942,lisha@boogle.us,Laurence,Cassin,us,2018-02-11 10:33:56,49,,2018-02-11,facebook,20180201_us_mf_reading,cpc,,new_way_to_read_online,c252248638070ff4,free,,,,
4002,clara@boogle.us,Belva,Aufderhar,us,2018-02-08 01:00:41,29,,2018-02-08,facebook,20180201_us_mf_reading,cpc,,new_way_to_read_online,01ac34f09e9a37a6,free,,,,
4006,bert@boogle.us,Barbara,Boyle,us,2018-02-08 18:16:30,27,,2018-02-08,facebook,20180201_us_mf_reading,cpc,,new_way_to_read_online,bab6bb93316bcad9,free,,,,
4022,nahegmann@beer.org,Mina,Robel,ca,2018-02-16 00:36:37,44,,2018-02-16,twitter,20180205_ca_mf_online_reading,cpc,,bindle_was_launched,7c2b9bbd3d721bbd,free,,,,
4037,rileycummerata@rueladams.com,Alba,Block,ca,2018-02-14 08:46:13,23,,2018-02-14,twitter,20180205_ca_mf_online_reading,cpc,,bindle_was_launched,6208023cd6ed86f0,free,,,,
4100,porsche@kovacekwilkinson.co,Curtis,Ondricka,ca,2018-02-01 04:46:28,27,,2018-02-01,twitter,20180205_ca_mf_online_reading,cpc,,bindle_was_launched,b02c4eff95e522dc,free,,,,
4322,alonsocasper@reinger.io,Jerrell,Becker,au,2018-02-06 08:35:30,60,,2018-02-06,twitter,20180208_us-ca-gb-au_mf_bindle-launch,cpc,,new_way_to_read_online,fc3917b626dd82ad,free,,,,
4324,theola@kinglehner.co,Huey,Grady,gb,2018-02-09 10:11:59,27,,2018-02-09,twitter,20180208_us-ca-gb-au_mf_bindle-launch,cpc,,bindle_was_launched,938b7f0c780f9b7a,free,,,,
4352,augustaanderson@anderson.biz,Guy,Heidenreich,gb,2018-02-09 14:44:13,28,,2018-02-09,twitter,20180208_us-ca-gb-au_mf_bindle-launch,cpc,,new_way_to_read_online,c8493b24b5f3ca51,free,,,,
4419,rivka@hermanbauch.net,Minerva,Cartwright,us,2018-02-06 15:53:14,21,,2018-02-06,twitter,20180208_us-ca-gb-au_mf_bindle-launch,cpc,,bindle_was_launched,ad12cb46fc537eb5,free,,,,
3413,doug@hayes.com,Qiana,Leffler,ch,2018-02-04 00:54:53,24,,2018-02-04,,,,,,9a9df7dc27c86f4a,trial,,,,
3573,carlo@goyette.co,Kieth,Haag,de,2018-02-06 13:46:46,36,,2018-02-06,,,,,,d7d3d3d00d25cdbf,trial,,,,
2597,gerri@wehner.name,Natalya,Schaefer,br,2018-11-06 23:35:21.02185,31,,2018-11-06,,,,,,f7d0fd5abe6fa0c1,trial,,,,
2791,naoma@glover.io,Damion,Kozey,vn,2018-07-18 06:30:18.226909,34,,2018-07-18,,,,,,38f3096d29419a0e,free,,,,
3345,kyra@lang.com,Arden,Brakus,us,2018-12-21 06:13:41.062428,30,,2018-12-21,,,,,,c58996e2050b6f88,trial,,,,
5307,cole@kunze.co,Doug,Fahey,at,2018-03-07 18:20:14,32,,2018-03-07,,,,,,7fa2fc5bc31afa78,free,,,,
2759,phil@pfeffer.io,Dyan,Goldner,id,2018-10-12 03:17:27.392034,28,,2018-10-12,,,,,,88b764cb7139c167,free,,,,
4498,hue@leuschke.name,Ned,Wilderman,ca,2018-03-20 13:30:17,31,,2018-03-20,,,,,,4c4b63beb5bb693a,free,,,,
2306,van@moore.com,Waylon,Ratke,is,2018-11-24 23:29:23.063394,39,,2018-11-24,,,,,,10f6c4eb6a5c23a8,free,,,,
4713,ezekiel@pouros.io,Quinn,Kihn,us,2018-03-16 14:32:40,25,,2018-03-16,,,,,,d6f1fb2b1fc9adcf,free,,,,
6870,lamont@walshlesch.biz,Ami,Conn,in,2018-03-08 05:29:52,27,,2018-03-08,,,,,,cc29b47d78218e9a,free,sd92ldz,,,
6515,star@schmitt.org,Jenette,Kub,us,2018-02-12 18:14:36,18,,2018-02-12,,,,,,8d039b4fb1a2bc8c,free,gxel3d1,organic,website,appstore_hero_badge
6529,angelitaleuschke@ebert.io,Madeline,Carroll,us,2018-02-24 13:58:03,36,,2018-02-24,,,,,,e7865e3e4e8205dc,free,gxel3d1,organic,website,install_app_section
6634,kaye@hirthestamm.info,Juliet,Spinka,us,2018-03-11 15:27:35,25,,2018-03-11,,,,,,c8de46d959855014,free,sd92ldz,,,
6635,chas@hoppewatsica.biz,Janita,Lowe,us,2018-03-13 18:19:27,21,,2018-03-13,,,,,,513e9864022711a9,free,sd92ldz,,,
6636,elnoragottlieb@gorczany.co,Abel,Shanahan,mx,2018-03-10 07:24:42,29,,2018-03-10,,,,,,52d17db11e676de6,free,sd92ldz,,,
6637,vince@lebsackbosco.biz,Roxanna,Stracke,in,2018-03-09 15:39:15,26,,2018-03-09,,,,,,79a30c1138eead8a,free,sd92ldz,,,
6638,beataohara@runtelang.org,Darcy,Zemlak,us,2018-03-11 13:22:54,20,,2018-03-11,,,,,,2d8671a6d05fd0a0,free,sd92ldz,,,
6639,elvietorp@hartmann.com,Augustine,Spinka,br,2018-03-09 11:13:19,21,,2018-03-09,,,,,,cec6e4420363682c,free,sd92ldz,,,
6694,jodiekertzmann@kris.co,Darren,Effertz,de,2018-03-08 06:26:56,21,,2018-03-08,,,,,,55d8d8e0d4d20a5f,free,sd92ldz,,,
6753,fannieroob@oharaboehm.co,Rolando,Pfeffer,jp,2018-03-15 13:16:08,45,,2018-03-15,,,,,,979559fabbe11961,free,sd92ldz,,,
6812,khadijahkeeling@deckow.com,Claudia,Kutch,in,2018-03-10 06:13:28,35,,2018-03-10,,,,,,c6cd6f493a97db3a,free,sd92ldz,,,
6872,burtonsmith@rowemohr.info,Bertie,Schoen,in,2018-03-15 17:17:42,29,,2018-03-15,,,,,,38855ce549624b17,free,sd92ldz,,,
6931,herbweimann@kemmer.com,Tyree,Huel,in,2018-03-12 00:58:25,22,,2018-03-12,,,,,,46761542ebb246d2,free,sd92ldz,,,
6990,melaine@okonfeil.io,Denis,Sauer,vn,2018-03-10 15:38:53,23,,2018-03-10,,,,,,c4015967fbd8a3a2,free,sd92ldz,,,
6991,florentino@aufderhar.co,Twanna,Kutch,de,2018-03-14 06:35:11,29,,2018-03-14,,,,,,d321c655a9447817,free,sd92ldz,,,
7049,malik@hahn.info,Leif,Jenkins,in,2018-03-14 12:04:48,34,,2018-03-14,,,,,,efd7b81b6871009c,free,sd92ldz,,,
7114,toddborer@yost.org,Reed,Lowe,tr,2018-03-10 13:12:33,26,,2018-03-10,,,,,,e2d07dc369fb9f6e,free,sd92ldz,,,
7167,devonahammes@mraz.net,Roma,Lang,de,2018-03-12 09:26:21,34,,2018-03-12,,,,,,ea5003b6fbc19da9,free,sd92ldz,,,
7170,rudolph@hills.io,Minda,Toy,us,2018-03-15 06:26:40,18,,2018-03-15,,,,,,384f32ae0f356e95,free,sd92ldz,,,
5430,palmermcclure@andersonkeeling.info,Kathlyn,Barton,in,2018-02-15 22:04:39,35,,2018-02-15,,,,,,aeabc527fc5b9695,free,,,,
5770,rusty@effertzchamplin.co,Jada,Hane,br,2018-02-19 02:32:25,20,,2018-02-19,,,,,,c3f78ae20190ba92,free,,,,
3596,jeremy@johns.com,Austin,Dickinson,ch,2018-01-31 23:23:14,49,,2018-01-31,,,,,,9098828230b82131,customer,,,,
7332,quentinmiller@sporer.biz,Christen,Spinka,us,2018-03-08 05:50:45,26,,2018-03-08,,,,,,d4d9b4349a3ff0d3,free,sd92ldz,,,
7404,ciaragusikowski@collier.org,Luisa,McKenzie,us,2018-03-03 13:14:34,29,,2018-03-03,,,,,,adc72404dc765866,customer,sd92ldz,,,
7481,jeramyterry@gibson.net,Stacey,Smitham,us,2018-03-07 15:39:43,31,,2018-03-07,,,,,,65ee780e642f2085,free,sd92ldz,,,
7477,eldridge@west.org,Taina,Flatley,us,2018-03-03 22:27:54,33,,2018-03-03,,,,,,e117729ecde5bc2a,free,sd92ldz,,,
7492,roy@thieljast.biz,Merrill,Waelchi,de,2018-03-03 10:27:34,26,,2018-03-03,,,,,,8011f7706c8fa727,free,sd92ldz,,,
7510,ivy@beer.biz,Raye,Becker,us,2018-03-06 00:42:25,21,,2018-03-06,,,,,,eb3692577cc65d1a,free,sd92ldz,,,
7547,rueben@osinski.net,Vicente,Goldner,de,2018-03-13 10:11:15,50,,2018-03-13,,,,,,b34f5d41729792b8,free,sd92ldz,,,
7655,darrylbecker@collins.name,Leigh,Pacocha,in,2018-03-09 08:05:42,26,,2018-03-09,,,,,,58bd898b4620e164,free,sd92ldz,,,
7661,vasilikiwolf@volkmanrau.com,Leslee,Waelchi,us,2018-03-03 10:18:39,32,,2018-03-03,,,,,,6cd1d1fe15c7f24e,free,sd92ldz,,,
7765,lester@willlynch.io,Kim,Dach,de,2018-03-10 15:08:08,46,,2018-03-10,,,,,,eb2daec862271aad,free,sd92ldz,,,
7723,sabine@ruecker.io,Tennie,Yost,in,2018-03-05 09:50:40,32,,2018-03-05,,,,,,f2eb747d421c9cd2,free,sd92ldz,,,
7781,sterlingsteuber@botsfordtrantow.io,Shirley,Heller,us,2018-03-06 22:06:28,33,,2018-03-06,,,,,,0e5669bbdd2fe693,free,sd92ldz,,,
7839,wavaschmeler@trantow.co,Carl,King,in,2018-03-07 05:33:29,27,,2018-03-07,,,,,,c2039d7810a161f4,free,sd92ldz,,,
7955,ulyesbernier@steuberwitting.io,Marhta,Kling,us,2018-03-02 00:03:40,33,,2018-03-02,,,,,,67a933b9025e0153,customer,sd92ldz,,,
7983,bretdavis@marquardt.com,Reta,Mayert,in,2018-03-11 13:19:33,27,,2018-03-11,,,,,,cfb76534e5962926,free,sd92ldz,,,
8072,tommy@kshlerincrona.name,Darron,Ryan,us,2018-03-01 14:44:53,22,,2018-03-01,,,,,,5ebe80c761a95f2a,free,sd92ldz,,,
8086,jacobwolf@crist.co,Wade,Wisozk,us,2018-03-12 11:10:13,34,,2018-03-12,,,,,,9c3e38b6df43385e,free,sd92ldz,,,
8192,lonnywintheiser@bergnaumreinger.co,Jason,Monahan,in,2018-03-01 18:51:31,27,,2018-03-01,,,,,,adaa77aa2c465325,free,sd92ldz,,,
8234,donziemann@pfeffer.com,Sixta,Dickinson,us,2018-03-09 05:30:14,18,,2018-03-09,,,,,,dbe463cee2482276,free,sd92ldz,,,
8254,huldaconnelly@reichelwyman.org,Cedrick,Dare,jp,2018-03-07 03:38:15,24,,2018-03-07,,,,,,fe9a61febfc87497,free,sd92ldz,,,
8313,raleighbeer@jacobchultz.info,Alan,Auer,us,2018-03-13 12:29:22,31,,2018-03-13,,,,,,8c2640bf4c192c01,free,sd92ldz,,,
7474,eddyshields@schambergerdietrich.net,Maya,Raynor,us,2018-03-05 18:14:14,41,,2018-03-05,,,,,,53f2e62e80c496be,customer,sd92ldz,,,
3436,neil@bayer.name,Wayne,Schulist,ch,2018-02-01 08:13:04,25,,2018-02-01,,,,,,c712e9e31f36d660,free,,,,
3443,amosstokes@funk.co,Carson,Bailey,at,2018-02-07 15:06:07,34,,2018-02-07,,,,,,9f2e1e44f97615e5,free,,,,
3463,malik@grant.io,Tomeka,Rau,at,2018-02-06 04:54:07,32,,2018-02-06,,,,,,e412f1a52a6a4c98,free,,,,
3405,denysepurdy@cartwright.name,Bill,Denesik,ch,2018-02-05 07:44:06,34,,2018-02-05,,,,,,3739fb6dd702de06,trial,,,,
3406,lydiaboehm@bahringercollier.name,Fawn,Skiles,de,2018-02-02 02:57:16,28,,2018-02-02,,,,,,63dfd4c2af663a43,free,,,,
3407,jenise@daniel.biz,Oswaldo,DuBuque,ch,2018-02-03 21:48:19,42,,2018-02-03,,,,,,3c40810b381d3839,trial,,,,
3409,skyebaumbach@hoppelabadie.net,Corinna,Leffler,ch,2018-02-01 03:26:53,22,,2018-02-01,,,,,,3794edd07e192149,free,,,,
3410,davisrolfson@mohr.co,Brynn,Rohan,ch,2018-02-03 00:31:26,41,,2018-02-03,,,,,,6c1999f2275bfc2f,customer,,,,
3411,orvalziemann@emmerichmarquardt.com,Shanon,Haley,at,2018-02-03 18:39:55,34,,2018-02-03,,,,,,d065a9f815638b3a,trial,,,,
3412,anthonybrakus@bernier.net,Rene,Hettinger,de,2018-02-06 06:48:16,25,,2018-02-06,,,,,,08fc4c9c1998a5e7,trial,,,,
3414,emile@strackeabshire.net,Deon,Durgan,ch,2018-02-05 06:02:47,28,,2018-02-05,,,,,,632e385412859ce1,customer,,,,
3416,ikelockman@schinnermcdermott.io,Truman,Lindgren,ch,2018-02-04 17:31:08,26,,2018-02-04,,,,,,210183ca3e311e0c,trial,,,,
3417,joeann@renner.com,Lia,Brekke,ch,2018-02-07 18:32:40,32,,2018-02-07,,,,,,ee953a7ccf4d043d,customer,,,,
3418,dewittbergnaum@bailey.name,Genevive,Kris,at,2018-02-03 20:06:05,29,,2018-02-03,,,,,,e5cf4424a2c268c0,customer,,,,
3419,sari@wiegandsawayn.net,Renato,Howe,at,2018-02-02 05:16:36,36,,2018-02-02,,,,,,de62fc8e7f8803a3,trial,,,,
3420,camellia@bernier.io,Shenita,Upton,at,2018-02-07 22:50:40,47,,2018-02-07,,,,,,1432e80770e7e46e,free,,,,
3422,reed@beatty.biz,Tony,McCullough,at,2018-02-03 23:17:53,49,,2018-02-03,,,,,,cbd77c7af19518e7,trial,,,,
3423,francisco@dibbert.co,Daniell,Grant,de,2018-02-01 07:08:46,32,,2018-02-01,,,,,,e69b0224aa1191f7,trial,,,,
3424,terisacruickshank@fahey.net,Joey,Reichert,ch,2018-02-05 07:08:34,33,,2018-02-05,,,,,,11f9fde63d87d13c,free,,,,
3425,robinreilly@rice.net,Kathaleen,Mayer,de,2018-02-05 19:35:19,36,,2018-02-05,,,,,,2185814be8630b9c,free,,,,
3426,jcjenkins@braun.biz,Audie,Kautzer,de,2018-02-03 23:14:16,45,,2018-02-03,,,,,,8ab2aed18f8b441d,trial,,,,
3428,octavio@wildermanhansen.info,Cory,Roberts,de,2018-02-05 14:35:31,31,,2018-02-05,,,,,,d0d811b7cd893b37,free,,,,
3429,elli@erdman.info,Arden,Cole,de,2018-02-06 12:28:06,30,,2018-02-06,,,,,,17c242847f3a6274,free,,,,
3431,oliverupton@moorekohler.biz,Randy,Mante,ch,2018-02-01 14:59:34,25,,2018-02-01,,,,,,b54677a549f455e4,customer,,,,
3432,joannefay@bradtke.co,Jacinto,Hackett,ch,2018-02-05 22:49:43,45,,2018-02-05,,,,,,6ea97ee4678262b3,free,,,,
3434,caaundra@rutherford.name,Ervin,Douglas,ch,2018-02-04 13:53:26,34,,2018-02-04,,,,,,2977859af6e87525,customer,,,,
3435,zacharyreichert@rath.net,Regenia,Wintheiser,de,2018-02-05 15:08:44,26,,2018-02-05,,,,,,5544deeffeff042c,free,,,,
3437,theresafriesen@satterfield.biz,Gilbert,Emmerich,de,2018-02-07 03:21:20,27,,2018-02-07,,,,,,7564d023eb08f501,trial,,,,
3438,benherzog@friesen.biz,Val,Shanahan,at,2018-02-05 15:12:29,46,,2018-02-05,,,,,,1cdc02c883573a37,free,,,,
3439,jakecronin@effertz.com,Ashley,Yost,at,2018-02-05 13:05:32,22,,2018-02-05,,,,,,0780cbf1c3fbda9a,trial,,,,
3441,renna@wintheiser.io,Gil,Larkin,de,2018-02-01 17:12:19,24,,2018-02-01,,,,,,6b99e17bc31f09ac,trial,,,,
3442,marcellusaltenwerth@marvin.co,Ngan,Hessel,de,2018-02-04 10:41:02,34,,2018-02-04,,,,,,0f7a7f3cc6c18ebf,trial,,,,
3444,kathlyn@fahey.net,Cleo,Botsford,at,2018-02-06 05:39:48,27,,2018-02-06,,,,,,03c4a1958d0ee908,free,,,,
3445,willardboehm@manteschmidt.org,Li,Howell,at,2018-02-02 21:08:25,41,,2018-02-02,,,,,,67c526465985e44d,trial,,,,
3446,lakeshakihn@champlin.net,Lynetta,Bode,at,2018-02-01 20:48:57,29,,2018-02-01,,,,,,7adb47949d285a05,trial,,,,
3448,britney@bednar.name,Johnathon,VonRueden,de,2018-02-05 20:21:34,25,,2018-02-05,,,,,,1718356129368387,free,,,,
3449,mohammed@runolfsdottir.biz,Antione,Hackett,at,2018-02-06 13:27:49,25,,2018-02-06,,,,,,d602500438817731,free,,,,
3450,michale@kozey.net,Stella,Predovic,ch,2018-02-06 11:25:55,26,,2018-02-06,,,,,,ab52c6a0fbaaf03c,free,,,,
3451,gerard@hickle.name,Nicolette,Becker,de,2018-02-03 13:06:48,18,,2018-02-03,,,,,,2ede766edb062dd3,free,,,,
3452,daltonwyman@kunze.io,Gina,Carter,at,2018-02-01 16:45:51,30,,2018-02-01,,,,,,6509857dc9cdf0d6,trial,,,,
3453,walton@turner.name,Hue,Hilpert,ch,2018-02-01 14:22:16,29,,2018-02-01,,,,,,332d7b57d651e0ee,free,,,,
3455,carlynschimmel@murraykling.io,Don,Barton,at,2018-02-03 23:31:41,25,,2018-02-03,,,,,,da9a555ae7500039,customer,,,,
3457,sal@doyle.name,Katherina,Orn,de,2018-02-07 09:57:48,28,,2018-02-07,,,,,,50068b005371683b,customer,,,,
3458,clairfahey@mcclure.io,Peter,Altenwerth,de,2018-02-03 01:40:11,24,,2018-02-03,,,,,,2cb1ee8e2835c45c,customer,,,,
3459,frederick@jakubowski.name,Glory,Hand,at,2018-02-02 19:12:28,28,,2018-02-02,,,,,,0e26128b82e91f80,trial,,,,
3461,renato@lang.org,Marlyn,Johnson,ch,2018-02-02 14:38:21,33,,2018-02-02,,,,,,2264690ce93cb1f8,trial,,,,
3462,shonhansen@rath.org,Santos,Hansen,ch,2018-02-03 11:39:21,69,,2018-02-03,,,,,,3ac60b6e08fa1525,trial,,,,
3464,abrambalistreri@steuber.co,Chastity,Corkery,de,2018-02-06 17:59:18,34,,2018-02-06,,,,,,4092b18ef9062b7f,free,,,,
3465,manualhills@zulauf.org,Bradly,Friesen,at,2018-02-05 09:00:17,47,,2018-02-05,,,,,,7cc30eeb67dc12a4,free,,,,
3467,eliatromp@auer.com,Reid,Shanahan,ch,2018-02-04 17:45:56,28,,2018-02-04,,,,,,3f606843f1d3ae1f,customer,,,,
3468,sidneylowe@hansenkemmer.com,Marya,Stehr,de,2018-02-07 22:50:05,49,,2018-02-07,,,,,,5cca092f2d391dce,free,,,,
3469,caylaprohaska@kertzmann.info,Shaneka,Larkin,ch,2018-02-05 21:34:36,28,,2018-02-05,,,,,,26106c66c010c92f,customer,,,,
3470,socorro@koelpin.com,Wilson,Wilkinson,at,2018-02-01 12:49:18,80,,2018-02-01,,,,,,4b315bb5c06533dc,free,,,,
3471,phuonghuels@leannonharber.info,Geneva,Heller,de,2018-02-06 18:46:35,40,,2018-02-06,,,,,,2e4468950d7c1374,customer,,,,
3472,stormycummings@hauck.name,Nana,Zieme,at,2018-02-05 12:26:51,37,,2018-02-05,,,,,,625fd361bc4ca805,free,,,,
3474,allegradeckow@klein.info,Brianna,Kuhic,at,2018-02-03 22:26:07,34,,2018-02-03,,,,,,5f02569ea8145f01,trial,,,,
3476,rogelio@willdaugherty.com,Darrell,Mosciski,ch,2018-02-05 20:59:52,47,,2018-02-05,,,,,,a1bf334cbf60dc6c,free,,,,
3477,eldridge@lynch.info,Natalie,Gutmann,at,2018-02-07 11:31:07,21,,2018-02-07,,,,,,b578ad2870913c1d,free,,,,
3478,cathrine@medhurst.net,Arlean,Hilll,de,2018-02-07 22:26:34,47,,2018-02-07,,,,,,23b746e78c070fa6,trial,,,,
3480,roycemurphy@conroykovacek.name,Julian,Weimann,at,2018-02-06 08:13:08,20,,2018-02-06,,,,,,f0bee440768de125,free,,,,
3482,carrie@lockmanmarks.io,Harley,Bechtelar,de,2018-02-01 19:30:10,32,,2018-02-01,,,,,,0cc421f492690fcc,customer,,,,
3483,alfonso@ebertdicki.name,Keesha,Dare,de,2018-02-01 23:55:32,29,,2018-02-01,,,,,,2ae55b1f01918f2c,customer,,,,
3484,james@abshire.org,Mimi,Sipes,at,2018-02-07 19:15:05,28,,2018-02-07,,,,,,b5158e2befacd0a0,trial,,,,
3485,tomasa@kelerrutherford.name,Valorie,Bogisich,de,2018-02-06 22:34:22,34,,2018-02-06,,,,,,675f9faa5f68be2b,free,,,,
3486,nelson@blick.co,Raphael,Mertz,ch,2018-02-04 18:49:12,33,,2018-02-04,,,,,,b171a4e689ca9c08,trial,,,,
3487,cary@cartwright.name,King,Wisozk,ch,2018-02-04 02:28:22,37,,2018-02-04,,,,,,207098f564fd4931,free,,,,
3490,aronrunolfsdottir@stroman.biz,Kenny,Bartell,de,2018-02-01 08:32:49,30,,2018-02-01,,,,,,717ea97f9fe72d1a,trial,,,,
3491,melliafriesen@pfannerstillvonrueden.net,Tasha,Cruickshank,de,2018-02-01 02:22:36,41,,2018-02-01,,,,,,076ce3c8a1d553c2,trial,,,,
3492,earnestwitting@blickwindler.io,Stefany,Medhurst,de,2018-02-06 01:59:03,20,,2018-02-06,,,,,,de04c96a0719e74f,free,,,,
3493,jerrod@murray.com,Garry,Jenkins,ch,2018-02-06 05:48:36,44,,2018-02-06,,,,,,519f25d1542ef0e9,free,,,,
3495,rorykunde@swaniawskibecker.net,Ethel,Brakus,at,2018-02-07 14:32:32,36,,2018-02-07,,,,,,6c5874f30009c1a5,customer,,,,
3496,jongkihn@parisianbuckridge.com,Delmer,Kirlin,ch,2018-02-03 16:13:44,36,,2018-02-03,,,,,,e3562ceb7d20b89f,free,,,,
3497,altagraciaarmstrong@feeneybayer.org,Clint,Kuhlman,at,2018-02-02 22:06:37,41,,2018-02-02,,,,,,5a5dd4d3e5e481a7,free,,,,
3499,lory@rosenbaum.info,Cordia,Renner,ch,2018-02-01 09:53:36,33,,2018-02-01,,,,,,f803d14854fb56b2,trial,,,,
3500,lowell@ankunding.name,Eloy,Schuster,at,2018-02-06 03:54:42,43,,2018-02-06,,,,,,43d7c066d5865c00,free,,,,
3501,lucio@blandatillman.com,Stefan,Bruen,ch,2018-02-02 00:38:52,23,,2018-02-02,,,,,,126b09f5de56e3a3,trial,,,,
3503,fredericwillms@grant.io,Hosea,Hermiston,ch,2018-02-05 18:24:24,50,,2018-02-05,,,,,,83267fe64ef7958b,customer,,,,
3504,bobbiefahey@wolf.io,Rusty,Deckow,de,2018-02-07 01:31:45,47,,2018-02-07,,,,,,3b7c6f178ed67fa5,customer,,,,
3505,forrest@legros.com,Velva,Hammes,ch,2018-02-04 20:58:18,22,,2018-02-04,,,,,,1c30272dfaf288a6,free,,,,
3506,frances@labadiehammes.org,Joanna,Upton,de,2018-02-01 19:47:34,27,,2018-02-01,,,,,,1ddbb663936603b2,trial,,,,
3507,danialterry@dickens.org,Israel,Williamson,de,2018-02-06 17:03:40,34,,2018-02-06,,,,,,c79849bfbf1dfe3c,trial,,,,
3508,carri@ortiz.com,Aiko,Bogan,de,2018-02-06 22:19:35,44,,2018-02-06,,,,,,52b227ca385c1d87,free,,,,
3510,carter@sawayn.name,Jordon,Carroll,at,2018-02-05 04:08:16,42,,2018-02-05,,,,,,ba60504cd16a31af,free,,,,
3511,curtisoberbrunner@boehm.io,Tommye,Luettgen,at,2018-02-05 19:16:45,42,,2018-02-05,,,,,,58e76337c0a2f80a,free,,,,
3512,lynnemcglynn@jones.io,Idella,Nikolaus,at,2018-02-02 15:08:06,28,,2018-02-02,,,,,,5459d11a63a7de05,customer,,,,
3513,margoshields@morar.org,Larue,Mayert,de,2018-02-02 01:48:13,46,,2018-02-02,,,,,,dc2ee458f54fde9d,trial,,,,
